country,year,inflation,GDP_per_capita,annual_net_earnings,unemployment_rate,crec_%_GDP_pc,crec__%_salario,crec_%_desempleo
PL,2005,2.2,74.58333333333333,4965.12,8.5,0.0,15.76,0.0
PL,2006,1.3,74.58333333333333,5356.19,8.5,0.0,7.88,0.0
PL,2007,2.6,74.58333333333333,6163.2,8.5,0.0,15.07,0.0
PL,2008,4.2,74.58333333333333,7195.04,8.5,0.0,16.74,0.0
PL,2009,4.0,74.58333333333333,6093.94,8.5,0.0,-15.3,0.0
PL,2010,2.7,74.58333333333333,6896.23,10.0,0.0,13.17,17.65
PL,2011,3.9,74.58333333333333,7085.75,10.0,0.0,2.75,0.0
PL,2012,3.7,74.58333333333333,7235.5,10.4,0.0,2.11,4.0
PL,2013,0.8,74.58333333333333,7466.23,10.6,0.0,3.19,1.92
PL,2014,0.1,68.0,7991.17,9.2,-8.83,7.03,-13.21
PL,2015,-0.7,70.0,8275.99,7.7,2.94,3.56,-16.3
PL,2016,-0.2,69.0,8200.43,6.3,-1.43,-0.91,-18.18
PL,2017,1.6,70.0,8975.57,5.0,1.45,9.45,-20.63
PL,2018,1.2,72.0,9618.59,3.9,2.86,7.16,-22.0
PL,2019,2.2,74.0,10225.78,3.3,2.78,6.31,-15.38
PL,2020,3.6,79.0,11376.35,3.2,6.76,11.25,-3.03
PL,2021,5.2,79.0,11134.57,3.4,0.0,-2.13,6.25
PL,2022,13.2,78.0,12503.72,2.9,-1.27,12.3,-14.71
PL,2023,10.8,77.0,14487.18,2.8,-1.28,15.86,-3.45
PL,2024,3.7,78.0,17002.36,2.9,1.3,17.36,3.57
PL,2025,3.3,81.0,17002.36,3.1,3.85,0.0,6.9
PT,2000,2.8,77.5,8676.61,10.408695652173913,,,
PT,2001,4.4,77.5,9175.94,10.408695652173913,0.0,5.75,0.0
PT,2002,3.7,77.5,9499.25,10.408695652173913,0.0,3.52,0.0
PT,2003,3.2,77.5,9843.15,11.2,0.0,3.62,7.6
PT,2004,2.5,77.5,10158.59,11.2,0.0,3.2,0.0
PT,2005,2.1,77.5,10586.56,11.2,0.0,4.21,0.0
PT,2006,3.0,77.5,10882.77,11.2,0.0,2.8,0.0
PT,2007,2.4,77.5,11362.96,11.2,0.0,4.41,0.0
PT,2008,2.6,77.5,11715.22,11.2,0.0,3.1,0.0
PT,2009,-0.9,77.5,12006.44,11.2,0.0,2.49,0.0
PT,2010,1.4,77.5,12189.88,12.6,0.0,1.53,12.5
PT,2011,3.6,77.5,12008.16,13.5,0.0,-1.49,7.14
PT,2012,2.8,77.5,12253.01,16.6,0.0,2.04,22.96
PT,2013,0.4,77.5,11729.3,17.2,0.0,-4.27,3.61
PT,2014,-0.2,77.0,11663.77,14.6,-0.65,-0.56,-15.12
PT,2015,0.5,76.0,11535.88,13.0,-1.3,-1.1,-10.96
PT,2016,0.6,77.0,11704.24,11.5,1.32,1.46,-11.54
PT,2017,1.6,76.0,11938.3,9.2,-1.3,2.0,-20.0
PT,2018,1.2,77.0,12401.75,7.2,1.32,3.88,-21.74
PT,2019,0.3,77.0,12823.4,6.6,0.0,3.4,-8.33
PT,2020,-0.1,75.0,12934.79,7.1,-2.6,0.87,7.58
PT,2021,0.9,74.0,13502.54,6.7,-1.33,4.39,-5.63
PT,2022,8.1,77.0,14213.56,6.2,4.05,5.27,-7.46
PT,2023,5.3,81.0,15301.09,6.5,5.19,7.65,4.84
PT,2024,2.7,82.0,16946.92,6.5,1.23,10.76,0.0
PT,2025,2.2,81.0,16946.92,6.0,-1.22,0.0,-7.69
RO,2000,45.7,67.58333333333333,3957.79,7.369565217391305,,,
RO,2001,34.5,67.58333333333333,3957.79,7.369565217391305,0.0,0.0,0.0
RO,2002,22.5,67.58333333333333,3957.79,7.369565217391305,0.0,0.0,0.0
RO,2003,15.3,67.58333333333333,3957.79,8.4,0.0,0.0,13.98
RO,2004,11.9,67.58333333333333,3957.79,8.4,0.0,0.0,0.0
RO,2005,9.1,67.58333333333333,3957.79,8.4,0.0,0.0,0.0
RO,2006,6.6,67.58333333333333,3957.79,8.4,0.0,0.0,0.0
RO,2007,4.9,67.58333333333333,3957.79,8.4,0.0,0.0,0.0
RO,2008,7.9,67.58333333333333,3957.79,8.4,0.0,0.0,0.0
RO,2009,5.6,67.58333333333333,3575.08,8.4,0.0,-9.67,0.0
RO,2010,6.1,67.58333333333333,3872.44,9.0,0.0,8.32,7.14
RO,2011,5.8,67.58333333333333,4081.39,9.1,0.0,5.4,1.11
RO,2012,3.4,67.58333333333333,4000.73,8.7,0.0,-1.98,-4.4
RO,2013,3.2,67.58333333333333,4340.64,9.0,0.0,8.5,3.45
RO,2014,1.4,55.0,4610.25,8.6,-18.62,6.21,-4.44
RO,2015,-0.4,56.0,5117.82,8.4,1.82,11.01,-2.33
RO,2016,-1.1,58.0,5518.93,7.2,3.57,7.84,-14.29
RO,2017,1.1,62.0,6049.96,6.1,6.9,9.62,-15.28
RO,2018,4.1,65.0,6669.59,5.3,4.84,10.24,-13.11
RO,2019,3.9,69.0,7230.37,4.9,6.15,8.41,-7.55
RO,2020,2.3,72.0,7629.63,6.1,4.35,5.52,24.49
RO,2021,4.1,72.0,8069.82,5.6,0.0,5.77,-8.2
RO,2022,12.0,72.0,9083.98,5.6,0.0,12.57,0.0
RO,2023,9.7,75.0,10525.08,5.6,4.17,15.86,0.0
RO,2024,5.8,77.0,12654.52,5.4,2.67,20.23,-3.57
RO,2025,6.8,78.0,12654.52,6.1,1.3,0.0,12.96
SE,2000,1.3,117.66666666666667,20684.65,7.71304347826087,,,
SE,2001,2.7,117.66666666666667,20321.66,7.71304347826087,0.0,-1.75,0.0
SE,2002,1.9,117.66666666666667,21700.56,7.71304347826087,0.0,6.79,0.0
SE,2003,2.3,117.66666666666667,22139.37,7.9,0.0,2.02,2.42
SE,2004,1.0,117.66666666666667,22945.65,7.9,0.0,3.64,0.0
SE,2005,0.8,117.66666666666667,23388.42,7.9,0.0,1.93,0.0
SE,2006,1.5,117.66666666666667,24243.82,7.2,0.0,3.66,-8.86
SE,2007,1.7,117.66666666666667,26364.04,6.3,0.0,8.75,-12.5
SE,2008,3.3,117.66666666666667,26789.77,6.3,0.0,1.61,0.0
SE,2009,1.9,117.66666666666667,25451.97,8.5,0.0,-4.99,34.92
SE,2010,1.9,117.66666666666667,29043.96,8.7,0.0,14.11,2.35
SE,2011,1.4,117.66666666666667,31319.63,7.9,0.0,7.84,-9.2
SE,2012,0.9,117.66666666666667,33473.42,8.1,0.0,6.88,2.53
SE,2013,0.4,117.66666666666667,34473.44,8.1,0.0,2.99,0.0
SE,2014,0.2,125.0,33923.28,8.0,6.23,-1.6,-1.23
SE,2015,0.7,126.0,33389.85,7.5,0.8,-1.57,-6.25
SE,2016,1.1,123.0,33711.94,7.1,-2.38,0.96,-5.33
SE,2017,1.9,119.0,33923.05,6.8,-3.25,0.63,-4.23
SE,2018,2.0,117.0,32688.36,6.5,-1.68,-3.64,-4.41
SE,2019,1.7,117.0,32427.59,6.9,0.0,-0.8,6.15
SE,2020,0.7,120.0,33366.68,8.5,2.56,2.9,23.19
SE,2021,2.7,120.0,35485.73,8.9,0.0,6.35,4.71
SE,2022,8.1,113.0,35188.72,7.5,-5.83,-0.84,-15.73
SE,2023,5.9,111.0,34207.06,7.7,-1.77,-2.79,2.67
SE,2024,2.0,111.0,36147.03,8.4,0.0,5.67,9.09
SE,2025,2.6,110.0,36147.03,8.8,-0.9,0.0,4.76
SI,2000,9.0,86.58333333333333,5731.72,6.247826086956523,,,
SI,2001,8.6,86.58333333333333,6372.14,6.247826086956523,0.0,11.17,0.0
SI,2002,7.5,86.58333333333333,6948.28,6.247826086956523,0.0,9.04,0.0
SI,2003,5.6,86.58333333333333,7517.19,5.9,0.0,8.19,-5.57
SI,2004,3.7,86.58333333333333,8011.04,5.9,0.0,6.57,0.0
SI,2005,2.4,86.58333333333333,8474.72,5.9,0.0,5.79,0.0
SI,2006,2.5,86.58333333333333,8915.99,5.9,0.0,5.21,0.0
SI,2007,3.8,86.58333333333333,9820.88,5.9,0.0,10.15,0.0
SI,2008,5.5,86.58333333333333,10556.93,5.9,0.0,7.49,0.0
SI,2009,0.9,86.58333333333333,10782.68,5.9,0.0,2.14,0.0
SI,2010,2.1,86.58333333333333,11284.13,7.3,0.0,4.65,23.73
SI,2011,2.1,86.58333333333333,11567.85,8.2,0.0,2.51,12.33
SI,2012,2.8,86.58333333333333,11707.47,8.9,0.0,1.21,8.54
SI,2013,1.9,86.58333333333333,11824.18,10.1,0.0,1.0,13.48
SI,2014,0.4,82.0,11980.57,9.7,-5.29,1.32,-3.96
SI,2015,-0.8,81.0,12062.45,9.0,-1.22,0.68,-7.22
SI,2016,-0.2,82.0,12202.35,8.0,1.23,1.16,-11.11
SI,2017,1.6,84.0,12487.25,6.6,2.44,2.33,-17.5
SI,2018,1.9,86.0,12902.38,5.1,2.38,3.32,-22.73
SI,2019,1.7,87.0,13298.17,4.4,1.16,3.07,-13.73
SI,2020,-0.3,88.0,13896.79,5.0,1.15,4.5,13.64
SI,2021,2.0,88.0,14601.22,4.8,0.0,5.07,-4.0
SI,2022,9.3,89.0,15668.4,4.0,1.14,7.31,-16.67
SI,2023,7.2,91.0,17113.88,3.7,2.25,9.23,-7.5
SI,2024,2.0,90.0,17864.75,3.7,-1.1,4.39,0.0
SI,2025,2.5,91.0,17864.75,3.9,1.11,0.0,5.41
SK,2000,12.2,73.5,4196.64,10.017391304347827,,,
SK,2001,7.2,73.5,4333.99,10.017391304347827,0.0,3.27,0.0
SK,2002,3.5,73.5,4549.97,10.017391304347827,0.0,4.98,0.0
SK,2003,8.4,73.5,4804.77,12.0,0.0,5.6,19.79
SK,2004,7.5,73.5,5247.64,12.0,0.0,9.22,0.0
SK,2005,2.8,73.5,5644.51,12.0,0.0,7.56,0.0
SK,2006,4.3,73.5,6018.99,12.0,0.0,6.63,0.0
SK,2007,1.9,73.5,6408.4,12.0,0.0,6.47,0.0
SK,2008,3.9,73.5,7023.15,12.0,0.0,9.59,0.0
SK,2009,0.9,73.5,7264.52,12.0,0.0,3.44,0.0
SK,2010,0.7,73.5,7493.69,14.3,0.0,3.15,19.17
SK,2011,4.1,73.5,7642.75,13.5,0.0,1.99,-5.59
SK,2012,3.7,73.5,7797.27,13.9,0.0,2.02,2.96
SK,2013,1.5,73.5,7936.58,14.1,0.0,1.79,1.44
SK,2014,-0.1,78.0,8250.32,13.1,6.12,3.95,-7.09
SK,2015,-0.3,78.0,8426.75,11.5,0.0,2.14,-12.21
SK,2016,-0.5,73.0,8654.34,9.6,-6.41,2.7,-16.52
SK,2017,1.4,70.0,8961.03,8.1,-4.11,3.54,-15.62
SK,2018,2.5,70.0,9464.61,6.5,0.0,5.62,-19.75
SK,2019,2.8,70.0,9975.02,5.7,0.0,5.39,-12.31
SK,2020,2.0,74.0,10250.84,6.7,5.71,2.77,17.54
SK,2021,2.8,74.0,10982.5,6.8,0.0,7.14,1.49
SK,2022,12.1,71.0,11846.85,6.1,-4.05,7.87,-10.29
SK,2023,11.0,74.0,13027.56,5.8,4.23,9.97,-4.92
SK,2024,3.2,75.0,14069.86,5.3,1.35,8.0,-8.62
SK,2025,4.2,75.0,14069.86,5.4,0.0,0.0,1.89
